team_id,name,city,conference,division,gameswon,gameslost,pointsscoredbyteam,pointsscoredbyopposition,pointsdifferential,coach,season,playerfirstname,playerlastname
3,Philadelphia Eagles,Philadelphia,NFC,NFC East,9,7,385,354,31,Doug Pederson,2019,Jake,Elliot
